Transaction ID,Customer Name,Merchant Name,Transaction Date,Transaction Amount (INR),Fraud Risk,Fraud Type,State,Card Type,Bank,IsFraud,Fraud Score,Transaction Category,Merchant Location
83111200.6072782,Kartik Bose,Uber,02-08-2024,10272.978719498673,Critical,Card Not Present,West Bengal,Amex,Kotak Bank,0.0,29.31846680723001,Electronics,Kolkata
30633927.12226387,Alia Dey,Amazon India,12-03-2024,8467.050629301164,Low,Identity Theft,Delhi,Amex,SBI,0.0,9.958250472301858,Food Delivery,Kolkata
27098712.481257312,Shayak Bhavsar,Reliance Digital,12-10-2024,20731.35630347198,Medium,Card Skimming,Gujarat,Visa,HDFC Bank,0.0,54.345634857446306,Transportation,Bangalore
59515517.40648436,Jivika Iyengar,Swiggy,02-02-2024,13729.081735375508,Medium,Card Not Present,Uttar Pradesh,Amex,Kotak Bank,0.0,11.043550795342941,Apparel,Mumbai
37440227.42774718,Eva Maharaj,Reliance Digital,17-04-2024,17344.320623239644,Low,Card Skimming,Rajasthan,Visa,Axis Bank,1.0086008130237218,95.72846587649988,Apparel,Chennai
24513835.568942983,Rohan Ghose,Myntra,12-09-2024,7255.342781086099,Low,Phishing,Rajasthan,Visa,Kotak Bank,0.0,33.29186073230354,E-commerce,Kochi
80882007.73928127,Dharmajan Apte,Swiggy,04-12-2024,22900.40443848027,Low,Card Skimming,Rajasthan,Mastercard,Axis Bank,0.0,90.42629258008596,E-commerce,Ahmedabad
93613618.58638346,Indranil Kara,Tata Cliq,22-02-2024,5987.153798975036,High,Card Not Present,Tamil Nadu,Mastercard,Federal Bank,0.0,74.03316051403212,E-commerce,Lucknow
14215677.37483337,Ishaan Bhalla,Tata Cliq,15-11-2024,22541.73412173325,Low,Card Skimming,Telangana,Visa,ICICI Bank,1.0034880632839163,45.737361846984825,Electronics,Mumbai
27812632.32014413,Anvi Kakar,Zomato,01-02-2024,22841.498477040648,Critical,Identity Theft,Gujarat,Amex,SBI,0.9952810559704184,19.063759921098146,Apparel,Ahmedabad
19930616.054095183,Manikya Karpe,Big Bazaar,03-10-2024,6073.612932526179,Low,Identity Theft,Telangana,Rupay,SBI,0.0,73.45792081899974,Food Delivery,Jaipur
10194227.148980945,Vivaan Agrawal,Zomato,06-11-2024,6994.72038366314,Low,Card Not Present,West Bengal,Amex,Andhra Bank,0.0,38.14398721470501,Food Delivery,Kolkata
88803598.00372867,Navya Randhawa,Tata Cliq,08-12-2024,2875.6316313142993,Critical,Phishing,Gujarat,Mastercard,SBI,0.0,24.672693630855598,Apparel,Bangalore
49006023.25907879,Shamik Sharaf,Big Bazaar,05-12-2024,1525.7982228522342,Medium,Card Skimming,Karnataka,Visa,HDFC Bank,0.9910546337898678,25.509985384729873,Food Delivery,Ahmedabad
60132436.57507321,Manjari Chada,Tata Cliq,24-04-2024,20498.711397845273,High,Card Not Present,Delhi,Visa,HDFC Bank,1.0262853901722435,90.15667092400795,Transportation,Chennai
22184924.532612972,Anaya Chowdhury,Zomato,20-03-2024,19027.972888588454,High,Card Not Present,Telangana,Amex,Andhra Bank,0.0,57.215683304157295,Apparel,Bangalore
74919447.07810634,Hazel Lall,Uber,24-04-2024,11843.208751716935,Medium,Phishing,Rajasthan,Mastercard,HDFC Bank,0.9915095827928991,55.93444373197071,Food Delivery,Lucknow
47402233.7527413,Dharmajan Khare,Big Bazaar,28-07-2024,2399.691292937156,Medium,Phishing,Rajasthan,Amex,Yes Bank,0.0,44.63732017191848,Transportation,Mumbai
95515611.79830459,Jiya Khalsa,Reliance Digital,05-02-2024,6311.294457963522,Low,Identity Theft,West Bengal,Mastercard,Kotak Bank,0.0,85.85615420945896,Electronics,Delhi
22060864.118917447,Anaya Chowdhury,Zomato,20-03-2024,19160.860222928182,High,Card Not Present,Telangana,Amex,Andhra Bank,0.0,58.07357059291201,Apparel,Bangalore
81387476.42664494,Vanya Chaudry,Tata Cliq,02-12-2024,18728.86126465325,Critical,Identity Theft,Delhi,Amex,SBI,1.0256227340319346,63.00070069523084,Transportation,Jaipur
51650320.51758294,Shayak Baria,Swiggy,21-11-2024,1792.839455843246,Low,Card Not Present,Rajasthan,Visa,ICICI Bank,0.0,25.59265860097019,Groceries,Jaipur
26207845.70213103,Jayesh Dugar,Swiggy,12-05-2024,8815.088128628988,Low,Card Not Present,West Bengal,Visa,Bank of Baroda,0.9987171952537095,63.500572122387794,Groceries,Bangalore
43558706.229021125,Stuvan Dube,Big Bazaar,03-07-2024,22925.810163771588,Low,Account Takeover,West Bengal,Amex,Andhra Bank,1.0024879580719441,87.41033325228646,Food Delivery,Mumbai
47121290.57558243,Zeeshan Bansal,Zomato,21-12-2023,7008.466492347741,Low,Account Takeover,West Bengal,Visa,Kotak Bank,0.9886557591663238,46.15407974053886,Food Delivery,Chennai
32846290.41404089,Baiju Chokshi,Big Bazaar,01-07-2024,1745.9009252665526,Critical,Card Not Present,Rajasthan,Visa,Bank of Baroda,0.0,37.72744598201403,Electronics,Hyderabad
38135615.85858583,Jivika Buch,Tata Cliq,23-05-2024,23519.80649252563,High,Account Takeover,Rajasthan,Rupay,Yes Bank,0.0,12.849955769240024,Groceries,Hyderabad
57539289.31347841,Amani De,Zomato,16-11-2024,5729.0789694782015,Critical,Identity Theft,Karnataka,Mastercard,Yes Bank,1.0034679948043874,38.10949506284354,E-commerce,Bangalore
19661581.895720962,Saanvi Chakraborty,Swiggy,08-12-2024,18436.39137622417,Critical,Card Skimming,Rajasthan,Visa,Federal Bank,0.9875466827118137,81.20947734070965,E-commerce,Mumbai
38593008.56631134,Aarav Vala,Uber,26-02-2024,15567.176646244832,Medium,Phishing,Delhi,Rupay,Kotak Bank,0.0,83.20752549203364,Transportation,Hyderabad
96569849.64132662,Drishya Bhandari,Lifestyle,05-01-2024,17717.07816843663,High,Card Not Present,Karnataka,Visa,HDFC Bank,0.0,56.47091293084289,E-commerce,Jaipur
73652665.17673787,Ojas Shah,Zomato,31-07-2024,10873.169268632666,Medium,Identity Theft,Gujarat,Visa,HDFC Bank,0.0,81.71199828729821,Apparel,Delhi
57862124.85177325,Jivika Iyengar,Swiggy,02-02-2024,13630.012074405084,Medium,Card Not Present,Uttar Pradesh,Amex,Kotak Bank,0.0,10.923237369484921,Apparel,Mumbai
35188136.76770316,Anay Hayre,Uber,17-02-2024,17160.332209383287,High,Identity Theft,Uttar Pradesh,Mastercard,Bank of Baroda,0.0,80.14341206550698,Electronics,Jaipur
63695208.12736047,Jivin Sarkar,Big Bazaar,24-04-2024,18922.9159034783,Medium,Phishing,Telangana,Rupay,ICICI Bank,0.994450191538927,11.987027413347453,Food Delivery,Lucknow
50201158.69270054,Mamooty Bath,Tata Cliq,24-11-2024,1692.4715440799796,Critical,Card Not Present,West Bengal,Mastercard,Bank of Baroda,0.0,69.3677119484044,Apparel,Ahmedabad
98825922.62768976,Shaan Sant,Swiggy,07-05-2024,17710.268064520882,Low,Account Takeover,Maharashtra,Amex,HDFC Bank,0.0,51.99175630098842,Transportation,Kochi
98328644.17293201,Tejas Chandra,Tata Cliq,24-07-2024,16780.22219068967,Low,Identity Theft,Tamil Nadu,Amex,Kotak Bank,0.0,77.84476004385729,Groceries,Hyderabad
95648165.2598343,Dharmajan Raju,Reliance Digital,16-01-2024,15106.356534199447,Medium,Phishing,Tamil Nadu,Amex,Federal Bank,0.0,54.14953990392915,Apparel,Lucknow
50060858.060390905,Nirvaan Shenoy,Lifestyle,29-09-2024,4747.209594346425,Medium,Phishing,Uttar Pradesh,Visa,SBI,0.0,24.23576925759039,Groceries,Kolkata
12258744.046341563,Jayesh Balan,Zomato,12-11-2024,23860.38018669432,Medium,Card Not Present,West Bengal,Visa,Federal Bank,0.0,45.10034332442688,Transportation,Chennai
54540530.83492453,Ojas Badami,Big Bazaar,12-09-2024,1529.34913525512,Critical,Card Not Present,Telangana,Mastercard,Yes Bank,0.9882214101666568,73.73313448140905,Apparel,Jaipur
95096851.62774834,Dhanuk Chowdhury,Amazon India,02-02-2024,3516.367907581754,High,Account Takeover,Rajasthan,Rupay,Andhra Bank,0.9884313989528042,92.08505618877362,Apparel,Mumbai
79816005.44797494,Zara Deol,Zomato,07-05-2024,1063.1870999259042,High,Card Skimming,West Bengal,Amex,Axis Bank,0.9869145807004639,16.881471617357793,E-commerce,Kolkata
58199010.04327611,Charvi Bhalla,Flipkart,20-02-2024,9935.035970508707,High,Card Skimming,Maharashtra,Visa,Bank of Baroda,0.0,56.59024169116674,E-commerce,Jaipur
40355213.844033234,Zain Sarkar,Lifestyle,10-07-2024,16595.258348722968,High,Card Skimming,Karnataka,Visa,Yes Bank,0.0,26.039822027818463,Electronics,Kochi
45167404.67089452,Hiran Upadhyay,Tata Cliq,13-02-2024,23846.438242876986,Medium,Identity Theft,Karnataka,Rupay,Yes Bank,0.0,63.05133435061586,Groceries,Mumbai
94126594.07489082,Sara Kakar,Big Bazaar,04-02-2024,951.3922306089211,High,Card Skimming,Delhi,Visa,Andhra Bank,0.0,48.883712670310956,Electronics,Lucknow
33890316.551748015,Sahil Deshmukh,Reliance Digital,09-05-2024,4549.438707452722,High,Identity Theft,Telangana,Mastercard,ICICI Bank,0.0,55.73871000397212,Groceries,Mumbai
65794695.6082705,Eva Rama,Uber,21-11-2024,8426.495332239567,High,Account Takeover,Delhi,Rupay,Yes Bank,0.0,83.77957439973503,Groceries,Jaipur
47659638.64781132,Reyansh Andra,Amazon India,29-01-2024,19485.978605356413,High,Phishing,West Bengal,Rupay,Bank of Baroda,0.0,28.254874284741003,Transportation,Bangalore
79083671.06372982,Aniruddh Gala,Uber,02-06-2024,19414.616423408806,High,Identity Theft,Delhi,Visa,Andhra Bank,0.0,27.17675595220246,Food Delivery,Kochi
26949474.528824672,Nitara Chander,Myntra,31-03-2024,9355.847899131086,High,Card Skimming,Tamil Nadu,Visa,Kotak Bank,0.0,14.996087390665096,Food Delivery,Bangalore
41716804.40804551,Akarsh Gaba,Tata Cliq,07-09-2024,2094.8646713245585,Critical,Account Takeover,Maharashtra,Visa,Kotak Bank,0.0,77.09680425076027,E-commerce,Kochi
62709764.808443,Amani Tak,Lifestyle,06-08-2024,824.770130144072,Medium,Card Not Present,Kerala,Rupay,SBI,0.0,45.962880914226815,Electronics,Bangalore
90198775.04965034,Trisha Khanna,Lifestyle,02-06-2024,18824.38338518674,Medium,Card Not Present,Telangana,Amex,ICICI Bank,0.0,26.776487330692618,Electronics,Chennai
19056265.822665326,Mannat Sane,Big Bazaar,27-04-2024,23918.873777126548,High,Account Takeover,West Bengal,Visa,Kotak Bank,0.0,23.65853172233447,Transportation,Delhi
32663563.2343055,Jivin Tripathi,Reliance Digital,12-10-2024,7583.162803922559,Low,Card Skimming,Uttar Pradesh,Amex,HDFC Bank,0.0,48.1432003061845,Transportation,Ahmedabad
85077727.06397355,Indranil Bhatnagar,Myntra,22-02-2024,7727.00048889218,Medium,Account Takeover,Karnataka,Rupay,ICICI Bank,0.0,40.344331772428205,Food Delivery,Bangalore
21230392.41574115,Shamik Bose,Swiggy,23-02-2024,13480.962286118394,High,Account Takeover,Karnataka,Rupay,Federal Bank,0.0,84.19366072915061,Apparel,Lucknow
91627480.79642658,Vidur Balan,Myntra,11-06-2024,7003.7672095668295,Medium,Card Skimming,Maharashtra,Rupay,Yes Bank,0.0,14.174084909307902,E-commerce,Bangalore
72795898.24909468,Hazel Lall,Uber,24-04-2024,11560.134628011114,Medium,Phishing,Rajasthan,Mastercard,HDFC Bank,0.9836405369510086,53.77780747119235,Food Delivery,Lucknow
55047664.55656137,Hunar Krishna,Lifestyle,27-01-2024,20260.317731827636,Critical,Card Skimming,Tamil Nadu,Amex,SBI,0.0,95.60310155750946,Electronics,Lucknow
16169890.755846748,Gatik Dua,Amazon India,02-01-2024,16284.825731804187,Low,Account Takeover,Uttar Pradesh,Visa,Andhra Bank,0.0,90.01331254655209,Food Delivery,Bangalore
47233268.81776239,Nitara Batra,Flipkart,22-06-2024,10726.300215038855,Medium,Identity Theft,Tamil Nadu,Rupay,SBI,0.9866597489263526,49.019782901375955,Transportation,Chennai
25672499.587770123,Akarsh Walia,Uber,14-12-2024,6794.523228105528,High,Account Takeover,Gujarat,Rupay,ICICI Bank,0.0,11.950772459192024,Apparel,Kolkata
88861557.53999814,Azad Agrawal,Tata Cliq,01-08-2024,21362.857534935712,High,Identity Theft,Delhi,Visa,Bank of Baroda,0.0,43.3714089675204,Electronics,Hyderabad
61202555.98675695,Badal Master,Tata Cliq,28-06-2024,4431.617923854562,High,Account Takeover,Rajasthan,Visa,HDFC Bank,0.9916166354493307,68.84673495246447,Apparel,Hyderabad
41572371.833277844,Vanya Bhasin,Swiggy,18-11-2024,17054.012955598322,Low,Card Not Present,Telangana,Amex,HDFC Bank,0.0,67.68672330432105,Transportation,Lucknow
30132421.762540706,Alia Dey,Amazon India,12-03-2024,8351.733479373104,Low,Identity Theft,Delhi,Amex,SBI,0.0,10.12895563916513,Food Delivery,Kolkata
76598840.21201743,Riaan Kala,Tata Cliq,03-03-2024,671.2429803633185,High,Identity Theft,Gujarat,Visa,Federal Bank,1.0164520478211245,57.195680519615614,Electronics,Mumbai
58887105.7128276,Jivika Cheema,Swiggy,08-04-2024,12262.924595429988,High,Identity Theft,Maharashtra,Amex,ICICI Bank,0.9929615005201803,93.78745730290288,Apparel,Mumbai
76043424.45531642,Myra Karan,Myntra,06-05-2024,7808.217445994819,Medium,Account Takeover,Tamil Nadu,Rupay,HDFC Bank,0.0,46.40457848930178,E-commerce,Lucknow
87826729.25696969,Nehmat Krish,Tata Cliq,21-02-2024,7331.304011816974,High,Card Skimming,Gujarat,Mastercard,HDFC Bank,0.0,54.39336408737796,E-commerce,Jaipur
46960349.57011896,Kaira Karnik,Swiggy,23-02-2024,14213.787960449437,Medium,Account Takeover,Kerala,Visa,Federal Bank,0.9988319013342838,52.27194370625253,Food Delivery,Mumbai
55880556.52358608,Misha Lad,Lifestyle,02-10-2024,22998.8755788589,Low,Card Skimming,Rajasthan,Mastercard,ICICI Bank,0.0,64.97666310739238,Groceries,Mumbai
91203579.68134144,Anaya Bhandari,Amazon India,07-07-2024,11952.796005704646,High,Identity Theft,Kerala,Visa,Andhra Bank,0.0,85.47311004504895,E-commerce,Lucknow
94982487.75948302,Darshit Bhavsar,Big Bazaar,09-05-2024,877.3838706569463,High,Card Not Present,Uttar Pradesh,Visa,Yes Bank,0.0,88.11968036334387,Electronics,Bangalore
88799927.64882818,Azad Agrawal,Tata Cliq,01-08-2024,21707.4130281431,High,Identity Theft,Delhi,Visa,Bank of Baroda,0.0,43.99707825239569,Electronics,Hyderabad
94587930.01448011,Adira Jha,Big Bazaar,29-06-2024,24892.229298485425,Critical,Card Not Present,Karnataka,Visa,ICICI Bank,0.0,68.64288275720331,Electronics,Kolkata
47804603.76746475,Dharmajan Khare,Big Bazaar,28-07-2024,2405.4932376261618,Medium,Phishing,Rajasthan,Amex,Yes Bank,0.0,44.532357142272616,Transportation,Mumbai
29905133.024548218,Himmat Sastry,Uber,08-03-2024,19849.99273154174,Low,Identity Theft,Karnataka,Visa,Kotak Bank,0.0,25.350314739943432,E-commerce,Kochi
59324102.77065844,Hridaan Lanka,Uber,30-01-2024,9697.186973754706,Medium,Phishing,Maharashtra,Visa,Bank of Baroda,0.0,52.17060806332029,E-commerce,Ahmedabad
46237678.17644847,Hiran Kara,Lifestyle,18-04-2024,3818.352198123476,Low,Phishing,Telangana,Rupay,Axis Bank,0.9980856214033983,90.41073914972354,Electronics,Delhi
80207265.17042205,Oorja Sahota,Uber,04-03-2024,15689.275407890693,Critical,Account Takeover,Telangana,Rupay,Axis Bank,0.0,83.28398290456458,Apparel,Chennai
88147318.35179539,Neelofar Tara,Amazon India,04-04-2024,19630.581809374693,Medium,Card Not Present,Kerala,Visa,Axis Bank,0.0,27.12480681704133,Transportation,Kochi
64339167.98749896,Tushar Lata,Lifestyle,09-03-2024,23676.76135258458,Medium,Card Skimming,Kerala,Visa,Axis Bank,0.0,76.86958145080132,Electronics,Ahmedabad
49003883.3014951,Hrishita Rau,Amazon India,25-09-2024,13251.647483283661,Critical,Card Not Present,Maharashtra,Amex,Yes Bank,0.0,55.646680377251876,Electronics,Bangalore
14118233.080414668,Purab Bora,Zomato,28-07-2024,14528.64098930123,High,Identity Theft,Maharashtra,Amex,Federal Bank,0.0,90.5427842371762,Transportation,Lucknow
21079083.37694916,Prerak Shan,Uber,08-06-2024,7757.709135311314,Critical,Identity Theft,Uttar Pradesh,Mastercard,Andhra Bank,0.0,28.14456639128164,Apparel,Hyderabad
17628311.38169755,Kaira Jhaveri,Lifestyle,04-03-2024,3605.6232001289113,High,Account Takeover,Maharashtra,Rupay,Bank of Baroda,0.995491239045389,93.61382746452773,Groceries,Mumbai
81826744.90294412,Aaina Kanda,Tata Cliq,22-08-2024,20136.263504370658,Low,Account Takeover,Gujarat,Rupay,ICICI Bank,0.0,11.113485398051079,Apparel,Bangalore
58177088.343157254,Shlok Dewan,Big Bazaar,08-02-2024,7766.140100843033,Low,Card Not Present,Uttar Pradesh,Mastercard,HDFC Bank,0.0,55.75729190319317,Apparel,Ahmedabad
21316669.840931516,Uthkarsh Trivedi,Lifestyle,13-06-2024,11391.714048395312,Medium,Card Not Present,Karnataka,Visa,ICICI Bank,1.0045653991078265,76.51880406814766,Apparel,Lucknow
31665434.139530912,Misha Grover,Flipkart,04-02-2024,10312.925963597192,Critical,Card Skimming,Delhi,Amex,HDFC Bank,0.0,52.19122922813766,Electronics,Kolkata
20204540.342976186,Tejas Ray,Flipkart,12-02-2024,179.00129344970335,Critical,Phishing,Rajasthan,Rupay,Bank of Baroda,0.0,94.44537390718813,Food Delivery,Mumbai
46310925.402237676,Kaira Karnik,Swiggy,23-02-2024,14214.410795360902,Medium,Account Takeover,Kerala,Visa,Federal Bank,1.0112692103179317,52.12268544431352,Food Delivery,Mumbai
80718873.75249793,Drishya Ganesan,Zomato,14-04-2024,23237.75976028001,Low,Card Skimming,Tamil Nadu,Visa,Federal Bank,0.0,93.61130727826635,E-commerce,Delhi
96026890.95142964,Rhea Desai,Big Bazaar,07-12-2024,7043.299868276488,Low,Card Skimming,Telangana,Mastercard,ICICI Bank,0.0,53.701098013567155,Electronics,Hyderabad
32283128.7922723,Biju Ghose,Flipkart,07-11-2024,18763.67234313287,Low,Identity Theft,Karnataka,Visa,ICICI Bank,0.0,74.5007979919405,E-commerce,Lucknow
73376346.21205832,Jiya Balasubramanian,Zomato,24-10-2024,5081.154430866102,Medium,Phishing,Karnataka,Rupay,Axis Bank,1.0022729484641881,17.00481673583772,Apparel,Mumbai
19403078.010965273,Prerak Tak,Flipkart,17-04-2024,10026.983554549932,Low,Card Not Present,Gujarat,Rupay,Axis Bank,0.0,60.03500473976647,Apparel,Kochi
96845444.82050882,Kaira Gara,Flipkart,06-12-2024,7114.529172310308,Critical,Identity Theft,Kerala,Rupay,Andhra Bank,1.0094608482082097,89.63437260947143,Electronics,Lucknow
90210185.54707801,Rohan Shanker,Big Bazaar,20-02-2024,20966.180470619347,Medium,Card Skimming,Maharashtra,Rupay,ICICI Bank,1.0037409658206824,73.59602630092783,Food Delivery,Jaipur
48450555.2230647,Yashvi Doctor,Myntra,03-08-2024,11945.711672424157,Low,Phishing,West Bengal,Mastercard,Federal Bank,0.0,80.80261622246374,Groceries,Chennai
24559915.760613736,Ranbir Buch,Zomato,29-12-2023,22542.241335135463,Medium,Phishing,Delhi,Rupay,Kotak Bank,0.0,74.67829548736546,E-commerce,Mumbai
48338838.529408626,Prisha Bumb,Amazon India,13-09-2024,7073.563841141975,Low,Identity Theft,Telangana,Visa,ICICI Bank,0.0,13.164559720745501,E-commerce,Kochi
73676879.69292377,Hazel Lall,Uber,24-04-2024,11719.173346319021,Medium,Phishing,Rajasthan,Mastercard,HDFC Bank,1.0032802374793985,55.57222296135488,Food Delivery,Lucknow
87571830.98299873,Lagan Karan,Uber,13-04-2024,8939.472049296579,Medium,Card Not Present,Tamil Nadu,Mastercard,HDFC Bank,0.0,68.51168860779299,Transportation,Bangalore
58074577.89009463,Dhanush Yogi,Reliance Digital,16-07-2024,16561.059132651597,Medium,Card Not Present,Telangana,Amex,Bank of Baroda,0.0,79.05321818311462,Electronics,Lucknow
27313518.22183713,Diya Dey,Myntra,08-09-2024,21544.002020234548,Low,Identity Theft,Uttar Pradesh,Rupay,Axis Bank,0.0,71.74976203911864,Transportation,Delhi
58065775.117946446,Jivika Iyengar,Swiggy,02-02-2024,13731.274699783113,Medium,Card Not Present,Uttar Pradesh,Amex,Kotak Bank,0.0,10.994601643832372,Apparel,Mumbai
99182370.71593133,Vritika Sharma,Lifestyle,08-11-2024,4809.756505239737,Critical,Card Not Present,Maharashtra,Mastercard,Federal Bank,0.0,32.15877548532627,Apparel,Delhi
68111387.67375053,Priyansh Sangha,Lifestyle,22-03-2024,19820.500584040867,Low,Card Skimming,Kerala,Mastercard,Federal Bank,1.0047026382256383,13.061843314986534,Transportation,Lucknow
47877805.26156679,Vaibhav Sarkar,Amazon India,08-12-2024,14510.819380348468,Medium,Card Not Present,Gujarat,Amex,Andhra Bank,0.0,26.250486999410548,Electronics,Ahmedabad
55941396.6404489,Misha Brahmbhatt,Swiggy,19-11-2024,7188.640929856486,Medium,Account Takeover,Gujarat,Visa,Yes Bank,0.0,70.28407382504705,Transportation,Hyderabad
35547911.08291994,Kismat Mall,Myntra,02-02-2024,4581.545938254163,Medium,Card Not Present,Rajasthan,Rupay,Bank of Baroda,0.0,16.34185197988524,E-commerce,Delhi
97726468.86208251,Fateh Wali,Lifestyle,28-07-2024,24916.67156711172,Medium,Card Not Present,Uttar Pradesh,Amex,Yes Bank,0.9890134227450456,56.88335565891731,E-commerce,Kolkata
11720724.306850338,Rasha Buch,Big Bazaar,31-03-2024,3654.225931469575,Low,Card Skimming,Uttar Pradesh,Rupay,Andhra Bank,0.0,75.04022386596445,E-commerce,Bangalore
55494664.60906899,Ritvik Rege,Zomato,08-11-2024,15097.826487150971,Low,Card Skimming,Kerala,Visa,Bank of Baroda,0.9832165553255139,61.86793121552104,Apparel,Hyderabad
96434610.62943469,Saira Ganguly,Zomato,01-07-2024,2779.1678929703658,Medium,Card Not Present,Kerala,Rupay,HDFC Bank,0.0,61.768216944676446,Food Delivery,Delhi
68256606.85280825,Devansh Gaba,Uber,11-05-2024,16826.832855550816,Medium,Phishing,West Bengal,Amex,Andhra Bank,0.0,26.984382718637576,Groceries,Kolkata
25939195.370125096,Kashvi Jani,Myntra,18-11-2024,15036.229948631093,High,Card Skimming,West Bengal,Mastercard,Bank of Baroda,0.0,89.40722009091783,Apparel,Jaipur
38969637.99108888,Raghav Goswami,Lifestyle,16-12-2023,14806.538561590987,Medium,Card Not Present,Rajasthan,Mastercard,SBI,0.0,68.8092867256514,Apparel,Delhi
61997804.45493463,Kaira Amble,Tata Cliq,15-09-2024,16220.022026153963,Low,Account Takeover,Tamil Nadu,Amex,Andhra Bank,0.0,10.855601176767902,Food Delivery,Kochi
52912518.51211794,Yakshit Handa,Zomato,08-04-2024,9837.652653110765,Low,Card Not Present,Tamil Nadu,Mastercard,Bank of Baroda,0.0,90.91171923061204,Electronics,Chennai
31252091.593042728,Anika Datta,Flipkart,23-08-2024,10506.032845275135,Medium,Phishing,West Bengal,Rupay,HDFC Bank,0.0,82.28717287930925,Transportation,Chennai
49320621.20718089,Yakshit Saran,Lifestyle,30-12-2023,9208.400262672447,Medium,Card Not Present,Tamil Nadu,Visa,Federal Bank,0.0,31.741364910678865,Electronics,Kochi
38017675.72931377,Rati Gulati,Uber,19-12-2023,4678.301227954261,High,Identity Theft,Karnataka,Visa,Yes Bank,0.0,58.001234014793596,Groceries,Ahmedabad
81355329.23033307,Drishya Bedi,Uber,30-05-2024,25191.45542199068,High,Phishing,Rajasthan,Rupay,ICICI Bank,0.0,94.21963731303481,Apparel,Jaipur
48989324.48065205,Shamik Sharaf,Big Bazaar,05-12-2024,1514.5544774587236,Medium,Card Skimming,Karnataka,Visa,HDFC Bank,1.0026245642500793,25.392835445631324,Food Delivery,Ahmedabad
19588846.546279825,Vaibhav Sinha,Myntra,14-10-2024,20522.491959118117,Critical,Identity Theft,Tamil Nadu,Mastercard,SBI,0.0,19.828062313829065,Transportation,Chennai
50158677.06867806,Oorja Borah,Amazon India,12-12-2024,11114.097503251112,Medium,Account Takeover,Tamil Nadu,Mastercard,Andhra Bank,0.992521640318508,66.70597265794537,Groceries,Ahmedabad
85045640.98035328,Lakshay Loyal,Big Bazaar,10-04-2024,13654.292234586854,Critical,Card Not Present,Telangana,Rupay,Federal Bank,0.985726820103344,77.71126481931111,Apparel,Mumbai
40229480.46928818,Chirag Balay,Tata Cliq,08-01-2024,10427.653593280309,High,Account Takeover,Karnataka,Visa,ICICI Bank,0.9924589702324697,49.01805230415092,Transportation,Jaipur
49853768.11765569,Divij Venkatesh,Tata Cliq,29-12-2023,25213.681658902988,Low,Card Not Present,Telangana,Mastercard,Axis Bank,0.0,46.48774791040211,Electronics,Bangalore
81512104.84143221,Kabir Anand,Zomato,12-08-2024,18868.43573885257,Low,Identity Theft,Uttar Pradesh,Visa,ICICI Bank,1.0011574757440096,95.03204922553,Food Delivery,Kochi
25647875.93279926,Akarsh Walia,Uber,14-12-2024,6824.399279752467,High,Account Takeover,Gujarat,Rupay,ICICI Bank,0.0,11.868070209741388,Apparel,Kolkata
72321220.42008202,Keya Kamdar,Reliance Digital,24-06-2024,13483.854606171817,Medium,Card Not Present,Gujarat,Amex,SBI,0.0,43.72189850955285,Transportation,Kolkata
17613896.829649594,Shalv Bahl,Swiggy,08-02-2024,16097.051743311085,Medium,Card Skimming,Tamil Nadu,Rupay,Andhra Bank,0.0,47.368290177322116,Transportation,Jaipur
92436589.43518667,Indranil Kara,Tata Cliq,22-02-2024,5971.816280056292,High,Card Not Present,Tamil Nadu,Mastercard,Federal Bank,0.0,73.63738651373278,E-commerce,Lucknow
61239015.57382472,Anaya Sur,Amazon India,18-08-2024,15677.024140779742,Low,Phishing,Gujarat,Amex,Andhra Bank,0.0,43.55846714715099,Electronics,Jaipur
98985269.72172448,Ritvik Jaggi,Tata Cliq,17-09-2024,6888.856797176613,Low,Card Skimming,Tamil Nadu,Amex,Federal Bank,0.0,34.808299050161764,Electronics,Ahmedabad
57628460.156661764,Saanvi Ben,Lifestyle,21-12-2023,24015.747462895175,Low,Phishing,Karnataka,Rupay,Yes Bank,0.0,68.1463947360012,Transportation,Jaipur
73656176.73771645,Shayak Dugar,Reliance Digital,16-01-2024,1398.3766498506197,Critical,Card Skimming,Delhi,Mastercard,ICICI Bank,0.0,67.36326976530673,Food Delivery,Lucknow
38108004.7553501,Jayesh Bora,Lifestyle,17-01-2024,9893.950345439349,High,Identity Theft,Uttar Pradesh,Mastercard,Federal Bank,0.0,91.01837714530276,E-commerce,Kolkata
46294338.60240281,Oorja Yadav,Lifestyle,04-11-2024,20598.504478559185,Medium,Card Skimming,Rajasthan,Rupay,Yes Bank,0.0,70.36599379390562,Groceries,Chennai
95481826.00286078,Pihu Chhabra,Big Bazaar,21-02-2024,14538.183640326344,Medium,Card Not Present,Telangana,Mastercard,ICICI Bank,0.9891880104088457,39.91289943001641,Electronics,Bangalore
47097146.599029645,Diya Bajaj,Lifestyle,28-04-2024,9677.233842220343,Medium,Card Skimming,Kerala,Mastercard,HDFC Bank,0.0,88.63991840265894,Groceries,Hyderabad
18935133.282970242,Advika Wason,Amazon India,27-03-2024,14511.430915814142,Low,Card Skimming,Uttar Pradesh,Rupay,HDFC Bank,0.0,11.114531375346802,Food Delivery,Chennai
26288499.562582422,Lakshay Ravi,Lifestyle,08-10-2024,7263.022002458826,Critical,Card Skimming,Telangana,Visa,Yes Bank,0.0,90.82183338680552,Apparel,Mumbai
